Country_name,Regional_indicator,year,Logged_GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption
Yemen,Middle East and North Africa,2017,7.578,0.79,55.9,0.595,-0.147,0.8297777777777777
Poland,Central and Eastern Europe,2007,9.978,0.913,66.7,0.772,-0.047,0.925
Georgia,Commonwealth of Independent States,2010,9.184,0.54,64.8,0.558,-0.248,0.46
Azerbaijan,Commonwealth of Independent States,2011,9.54,0.725,63.64,0.537,-0.105,0.795
El Salvador,Latin America and Caribbean,2021,9.054,0.762,66.402,0.888,-0.11,0.688
Haiti,Latin America and Caribbean,2021,7.477,0.54,55.7,0.593,0.422,0.721
Kuwait,Middle East and North Africa,2011,11.017,0.882,64.9,0.769,-0.058249999999999996,0.56
Georgia,Commonwealth of Independent States,2020,9.569,0.718,64.1,0.764,-0.221,0.583
Kuwait,Middle East and North Africa,2013,10.985,0.862,65.5,0.751,-0.058249999999999996,0.557
Argentina,Latin America and Caribbean,2010,10.066,0.927,67.3,0.73,-0.126,0.855
Namibia,Sub-Saharan Africa,2020,9.104,0.741,57.1,0.666,-0.104,0.81
Estonia,Central and Eastern Europe,2015,10.348,0.918,68.0,0.815,-0.164,0.569
Thailand,Southeast Asia,2007,9.508,0.889,64.48,0.87,0.391,0.898
Peru,Latin America and Caribbean,2019,9.461,0.809,68.4,0.815,-0.13,0.874
Uruguay,Latin America and Caribbean,2021,9.966,0.925,69.1,0.896,-0.092,0.59
Vietnam,Southeast Asia,2009,8.483,0.815,66.34,0.834,-0.062,0.838
Venezuela,Latin America and Caribbean,2014,9.557,0.904,65.86,0.57,-0.199,0.827
Cameroon,Sub-Saharan Africa,2021,8.189,0.71,53.515,0.731,0.026,0.848
Kenya,Sub-Saharan Africa,2011,8.143,0.846,56.06,0.709,0.022,0.923
Mali,Sub-Saharan Africa,2017,7.718,0.741,51.2,0.753,-0.069,0.863
Niger,Sub-Saharan Africa,2010,6.941,0.655,49.4,0.817,-0.023,0.529
Madagascar,Sub-Saharan Africa,2016,7.356,0.746,58.3,0.57,-0.069,0.864
Lithuania,Central and Eastern Europe,2007,10.163,0.941,63.48,0.59,-0.282,0.966
Montenegro,Central and Eastern Europe,2015,9.81,0.74,67.9,0.583,-0.144,0.781
Ecuador,Latin America and Caribbean,2016,9.355,0.842,67.9,0.846,-0.015,0.774
Finland,Western Europe,2011,10.754,0.938,70.64,0.936,0.101,0.32
Nepal,South Asia,2007,7.638,0.787,57.7,0.413,0.317,0.891
Lebanon,Middle East and North Africa,2012,9.8,0.713,65.36,0.621,-0.006,0.856
China,East Asia,2018,9.632,0.788,69.3,0.895,-0.159,0.755
Turkey,Middle East and North Africa,2014,10.124,0.863,65.36,0.649,-0.024,0.764
Malaysia,Southeast Asia,2007,9.881,0.871,65.12,0.844,0.089,0.799
Finland,Western Europe,2019,10.792,0.937,72.0,0.948,-0.052,0.195
Uruguay,Latin America and Caribbean,2013,9.904,0.917,68.42,0.888,-0.043,0.586
Latvia,Central and Eastern Europe,2008,10.112,0.855,63.88,0.63,-0.203,0.926
Norway,Western Europe,2008,11.042,0.936,71.56,0.947,0.018,0.503
Zimbabwe,Sub-Saharan Africa,2021,7.943,0.75,56.201,0.677,-0.047,0.821
Japan,East Asia,2009,10.491,0.888,73.68,0.73,-0.21,0.74
Bulgaria,Central and Eastern Europe,2007,9.715,0.832,65.1,0.566,-0.138,0.976
Uruguay,Latin America and Caribbean,2015,9.932,0.891,68.7,0.917,-0.032,0.673
Tanzania,Sub-Saharan Africa,2007,7.522,0.708,49.6,0.716,-0.013,0.707
China,East Asia,2017,9.571,0.772,69.0,0.878,-0.175,0.755
Cambodia,Southeast Asia,2013,8.068,0.651,59.64,0.941,0.164,0.812
Kosovo,Central and Eastern Europe,2008,8.981,0.884,69.35,0.61125,0.09,0.849
Austria,Western Europe,2017,10.908,0.906,72.7,0.89,0.133,0.518
Mali,Sub-Saharan Africa,2019,7.752,0.755,52.2,0.67,-0.038,0.846
Jordan,Middle East and North Africa,2021,9.182,0.767,67.0,0.755,-0.167,0.705
Bosnia and Herzegovina,Central and Eastern Europe,2019,9.609,0.873,68.1,0.722,0.079,0.963
Ecuador,Latin America and Caribbean,2021,9.313,0.821,68.8,0.842,-0.124,0.843
Dominican Republic,Latin America and Caribbean,2015,9.637,0.893,64.9,0.856,-0.065,0.755
Bahrain,Middle East and North Africa,2019,10.715,0.878,69.3,0.907,0.048,0.61
Sweden,Western Europe,2017,10.873,0.914,72.5,0.935,0.17,0.239
Indonesia,Southeast Asia,2009,8.975,0.779,60.26,0.784,0.191,0.911
Russia,Commonwealth of Independent States,2019,10.205,0.91,64.7,0.715,-0.116,0.848
India,South Asia,2013,8.478,0.553,58.3,0.74,0.084,0.832
Togo,Sub-Saharan Africa,2018,7.348,0.596,54.7,0.612,-0.007,0.809
Panama,Latin America and Caribbean,2008,9.935,0.922,68.1,0.707,0.06,0.881
Iran,Middle East and North Africa,2011,9.547,0.582,64.14,0.798,0.2,0.665
Jordan,Middle East and North Africa,2005,9.246,0.92,63.5,0.7370909090909091,-0.11816666666666668,0.67
Cameroon,Sub-Saharan Africa,2006,8.007,0.69,45.98,0.653,-0.009,0.907
Zimbabwe,Sub-Saharan Africa,2012,7.983,0.896,49.54,0.47,-0.103,0.859
Sri Lanka,South Asia,2021,9.47,0.827,67.299,0.841,0.079,0.863
Paraguay,Latin America and Caribbean,2014,9.36,0.959,64.98,0.759,-0.002,0.762
New Zealand,North America and ANZ,2019,10.666,0.939,73.4,0.912,0.157,0.234
Slovenia,Central and Eastern Europe,2019,10.563,0.949,71.4,0.945,-0.102,0.785
Iran,Middle East and North Africa,2019,9.469,0.698,66.3,0.623,0.15683333333333332,0.728
Gabon,Sub-Saharan Africa,2017,9.616,0.807,59.2,0.652,-0.228,0.868
Chile,Latin America and Caribbean,2017,10.072,0.88,69.8,0.79,-0.02,0.836
Nicaragua,Latin America and Caribbean,2018,8.647,0.854,67.5,0.797,0.009,0.713
Dominican Republic,Latin America and Caribbean,2016,9.691,0.895,65.2,0.873,-0.08,0.737
Zimbabwe,Sub-Saharan Africa,2020,7.829,0.717,56.8,0.643,-0.009,0.789
Belgium,Western Europe,2010,10.779,0.931,70.8,0.807,0.022,0.697
Bolivia,Latin America and Caribbean,2018,9.066,0.827,63.6,0.863,-0.093,0.786
Ukraine,Commonwealth of Independent States,2015,9.327,0.909,63.7,0.431,-0.033,0.952
Kuwait,Middle East and North Africa,2019,10.817,0.842,66.9,0.867,-0.104,0.557
Niger,Sub-Saharan Africa,2016,7.047,0.683,52.5,0.702,-0.016,0.814
North Cyprus,Western Europe,2021,10.576,0.82,73.898,0.795,0.012,0.626
Indonesia,Southeast Asia,2018,9.339,0.809,62.1,0.879,0.512,0.868
Chile,Latin America and Caribbean,2019,10.095,0.869,70.0,0.659,-0.103,0.86
Egypt,Middle East and North Africa,2017,9.307,0.638,61.4,0.593,-0.152,0.8694999999999999
Tanzania,Sub-Saharan Africa,2011,7.649,0.883,53.04,0.736,-0.046,0.816
Chile,Latin America and Caribbean,2020,10.02,0.888,70.1,0.781,0.033,0.812
Croatia,Central and Eastern Europe,2016,10.146,0.798,69.0,0.672,-0.065,0.884
Norway,Western Europe,2020,11.042,0.956,73.4,0.965,0.075,0.271
Philippines,Southeast Asia,2019,9.095,0.845,62.0,0.91,-0.083,0.748
Madagascar,Sub-Saharan Africa,2008,7.439,0.776,54.92,0.332,-0.099,0.773
Cameroon,Sub-Saharan Africa,2011,8.048,0.738,48.7,0.817,-0.029,0.87
Albania,Central and Eastern Europe,2017,9.476,0.638,68.4,0.75,-0.029,0.876
Sierra Leone,Sub-Saharan Africa,2017,7.404,0.652,49.2,0.711,0.079,0.848
Nicaragua,Latin America and Caribbean,2012,8.534,0.894,65.94,0.85,0.017,0.644
Liberia,Sub-Saharan Africa,2017,7.324,0.685,55.3,0.733,-0.012,0.867
Ivory Coast,Sub-Saharan Africa,2016,8.437,0.617,48.3,0.769,-0.043,0.757
Thailand,Southeast Asia,2019,9.824,0.903,67.4,0.898,0.309,0.877
Sri Lanka,South Asia,2014,9.344,0.805,66.5,0.868,0.299,0.791
Paraguay,Latin America and Caribbean,2011,9.278,0.869,64.62,0.666,0.191,0.756
Cambodia,Southeast Asia,2011,7.96,0.716,58.88,0.927,0.418,0.775
South Africa,Sub-Saharan Africa,2016,9.45,0.875,55.7,0.774,-0.07,0.813
Belgium,Western Europe,2017,10.834,0.922,71.8,0.857,0.054,0.543
Iraq,Middle East and North Africa,2017,9.303,0.695,59.6,0.628,0.0,0.757
Kazakhstan,Commonwealth of Independent States,2016,10.095,0.928,63.4,0.783,-0.036,0.702
Laos,Southeast Asia,2021,8.947,0.728,58.968,0.91,0.123,0.658
New Zealand,North America and ANZ,2016,10.623,0.937,72.8,0.927,0.266,0.278
Bulgaria,Central and Eastern Europe,2018,10.007,0.924,66.8,0.724,-0.176,0.952
Mexico,Latin America and Caribbean,2017,9.893,0.8,68.0,0.861,-0.202,0.801
Spain,Western Europe,2018,10.605,0.91,74.4,0.722,-0.075,0.777
Sweden,Western Europe,2019,10.882,0.934,72.7,0.942,0.091,0.25
Morocco,Middle East and North Africa,2017,8.898,0.641,65.6,0.814,-0.216,0.841
Tunisia,Middle East and North Africa,2021,9.266,0.691,67.201,0.656,-0.201,0.87
Cambodia,Southeast Asia,2021,8.36,0.765,62.0,0.959,0.034,0.843
Canada,North America and ANZ,2019,10.8,0.925,73.8,0.912,0.112,0.436
India,South Asia,2020,8.703,0.617,60.9,0.906,0.075,0.78
Jordan,Middle East and North Africa,2012,9.261,0.829,65.3,0.693,-0.16,0.687
Zimbabwe,Sub-Saharan Africa,2011,7.846,0.865,48.12,0.633,-0.088,0.83
Denmark,Western Europe,2014,10.862,0.956,71.28,0.942,0.118,0.237
Iceland,Western Europe,2020,10.824,0.983,73.0,0.949,0.16,0.644
Benin,Sub-Saharan Africa,2011,7.904,0.477,51.98,0.773,-0.142,0.849
United Kingdom,Western Europe,2012,10.664,0.935,71.46,0.889,0.371,0.425
Vietnam,Southeast Asia,2011,8.585,0.898,66.66,0.818,0.105,0.742
Kenya,Sub-Saharan Africa,2015,8.249,0.777,58.3,0.793,0.221,0.853
Sierra Leone,Sub-Saharan Africa,2016,7.384,0.657,47.6,0.681,0.106,0.863
Algeria,Middle East and North Africa,2019,9.337,0.803,66.1,0.385,0.005,0.741
Latvia,Central and Eastern Europe,2015,10.185,0.879,65.9,0.656,-0.077,0.808
Costa Rica,Latin America and Caribbean,2010,9.675,0.915,69.7,0.881,0.047,0.763
Tanzania,Sub-Saharan Africa,2014,7.734,0.789,55.26,0.654,0.11,0.878
Slovakia,Central and Eastern Europe,2010,10.169,0.92,66.8,0.636,-0.101,0.907
Vietnam,Southeast Asia,2015,8.77,0.849,67.3,0.8773333333333334,0.086,0.7826666666666667
Norway,Western Europe,2019,11.061,0.942,73.3,0.954,0.111,0.271
Guatemala,Latin America and Caribbean,2012,8.935,0.802,62.82,0.865,0.02,0.821
Malta,Western Europe,2020,10.5755,0.938,72.2,0.931,0.25512499999999994,0.675
Tanzania,Sub-Saharan Africa,2017,7.836,0.705,57.0,0.8,0.116,0.654
Panama,Latin America and Caribbean,2010,9.969,0.928,68.3,0.755,-0.009,0.88
Vietnam,Southeast Asia,2019,8.992,0.848,68.1,0.952,-0.126,0.788
South Korea,East Asia,2006,10.31,0.775,70.2,0.715,-0.052,0.799
Canada,North America and ANZ,2014,10.775,0.918,72.84,0.939,0.27,0.442
Kazakhstan,Commonwealth of Independent States,2011,9.997,0.905,60.72,0.878,-0.235,0.802
Bosnia and Herzegovina,Central and Eastern Europe,2016,9.5,0.808,67.2,0.633,0.134,0.957
Iceland,Western Europe,2012,10.777,0.979,72.76,0.905,0.241,0.759
Germany,Western Europe,2013,10.817,0.931,71.14,0.894,0.024,0.566
Namibia,Sub-Saharan Africa,2018,9.204,0.864,56.5,0.754,-0.169,0.846
Senegal,Sub-Saharan Africa,2019,8.13,0.688,60.0,0.759,-0.019,0.796
Portugal,Western Europe,2017,10.407,0.9,72.2,0.905,-0.176,0.881
Slovenia,Central and Eastern Europe,2013,10.385,0.932,69.8,0.89,0.036,0.918
United States,North America and ANZ,2018,11.025,0.904,68.3,0.825,0.116,0.71
Senegal,Sub-Saharan Africa,2014,7.961,0.856,57.94,0.692,-0.045,0.7
Israel,Middle East and North Africa,2007,10.428,0.868,71.44,0.683,0.219,0.868
Pakistan,South Asia,2009,8.277,0.522,55.8,0.388,0.077,0.874
Colombia,Latin America and Caribbean,2012,9.471,0.914,66.14,0.828,-0.009,0.868
Slovakia,Central and Eastern Europe,2013,10.218,0.909,67.52,0.598,-0.051,0.915
Nicaragua,Latin America and Caribbean,2009,8.407,0.835,65.16,0.746,0.07,0.794
Poland,Central and Eastern Europe,2012,10.149,0.936,67.62,0.811,-0.027,0.888
Jordan,Middle East and North Africa,2020,9.15,0.709,67.2,0.779,-0.15,0.687
Mauritania,Sub-Saharan Africa,2016,8.526,0.785,56.4,0.467,-0.175,0.842
New Zealand,North America and ANZ,2014,10.592,0.942,72.48,0.932,0.348,0.273
Canada,North America and ANZ,2020,10.73,0.931,74.0,0.887,0.05,0.434
Brazil,Latin America and Caribbean,2011,9.637,0.916,64.76,0.834,-0.072,0.662
Netherlands,Western Europe,2021,10.932,0.942,72.4,0.913,0.175,0.338
Guinea,Sub-Saharan Africa,2011,7.567,0.598,50.22,0.797,0.041,0.743
Brazil,Latin America and Caribbean,2019,9.592,0.899,66.6,0.83,-0.062,0.762
Mauritania,Sub-Saharan Africa,2014,8.519,0.853,55.78,0.468,-0.054,0.589
Belgium,Western Europe,2018,10.844,0.93,72.0,0.808,-0.125,0.63
Paraguay,Latin America and Caribbean,2012,9.259,0.931,64.74,0.748,0.2,0.774
Dominican Republic,Latin America and Caribbean,2012,9.489,0.879,64.24,0.84,-0.062,0.727
Bangladesh,South Asia,2006,7.783,0.672,59.02,0.612,0.068,0.786
Morocco,Middle East and North Africa,2012,8.799,0.676,64.1,0.757,-0.187,0.845
Benin,Sub-Saharan Africa,2019,8.098,0.442,54.7,0.77,-0.016,0.698
North Macedonia,Central and Eastern Europe,2018,9.677,0.849,65.389,0.745,-0.041,0.91
Serbia,Central and Eastern Europe,2009,9.568,0.77,66.0,0.373,-0.178,0.961
Guatemala,Latin America and Caribbean,2010,8.901,0.859,62.1,0.696,0.166,0.795
South Korea,East Asia,2014,10.546,0.738,72.44,0.623,-0.043,0.834
Kosovo,Central and Eastern Europe,2014,9.129,0.706,71.1,0.441,0.012,0.775
Ethiopia,Sub-Saharan Africa,2013,7.343,0.602,55.8,0.707,-0.008,0.75
Kuwait,Middle East and North Africa,2012,11.025,0.889,65.2,0.934,-0.058249999999999996,0.557
Sierra Leone,Sub-Saharan Africa,2007,7.187,0.686,41.2,0.72,0.248,0.83
Saudi Arabia,Middle East and North Africa,2007,10.689,0.892,63.86,0.622,0.005,0.5446666666666666
Bosnia and Herzegovina,Central and Eastern Europe,2014,9.411,0.788,66.86,0.412,0.232,0.976
Venezuela,Latin America and Caribbean,2006,9.46,0.946,65.46,0.798,-0.031,0.646
Niger,Sub-Saharan Africa,2014,7.027,0.753,51.48,0.688,-0.046,0.605
Mexico,Latin America and Caribbean,2008,9.821,0.876,66.38,0.677,-0.128,0.785
Greece,Western Europe,2018,10.299,0.794,72.4,0.564,-0.335,0.86
Bulgaria,Central and Eastern Europe,2020,9.991,0.916,67.2,0.818,-0.004,0.901
Costa Rica,Latin America and Caribbean,2009,9.639,0.9,69.76,0.886,0.065,0.787
Japan,East Asia,2008,10.546,0.887,73.56,0.772,-0.135,0.816
Hong Kong S.A.R. of China,East Asia,2009,10.788,0.835,82.78,0.918,0.308,0.272
Colombia,Latin America and Caribbean,2019,9.598,0.873,68.0,0.822,-0.172,0.854
Bangladesh,South Asia,2009,7.924,0.528,60.28,0.631,-0.075,0.776
Germany,Western Europe,2011,10.813,0.947,70.98,0.906,0.033,0.677
Nigeria,Sub-Saharan Africa,2018,8.548,0.741,49.7,0.79,-0.01,0.866
Italy,Western Europe,2015,10.608,0.909,73.0,0.575,-0.064,0.913
Jordan,Middle East and North Africa,2015,9.207,0.83,66.2,0.767,-0.046,0.687
Zambia,Sub-Saharan Africa,2018,8.167,0.718,55.3,0.791,0.048,0.811
Lithuania,Central and Eastern Europe,2011,10.167,0.911,64.7,0.566,-0.148,0.964
Mexico,Latin America and Caribbean,2015,9.867,0.761,67.4,0.719,-0.152,0.708
Nigeria,Sub-Saharan Africa,2017,8.555,0.733,49.3,0.826,0.124,0.835
Nepal,South Asia,2010,7.765,0.779,59.2,0.519,0.092,0.911
Estonia,Central and Eastern Europe,2020,10.459,0.958,69.0,0.954,-0.082,0.398
Belarus,Commonwealth of Independent States,2021,9.853,0.91,66.253,0.65,-0.18,0.627
Slovakia,Central and Eastern Europe,2006,10.015,0.954,66.0,0.542,-0.05,0.946
Cyprus,Western Europe,2020,10.519181818181819,0.806,74.1,0.763,0.04863636363636364,0.816
Japan,East Asia,2005,10.529,0.928,73.2,0.868,-0.1623076923076923,0.699
Chile,Latin America and Caribbean,2015,10.07,0.827,69.6,0.769,0.041,0.812
North Macedonia,Central and Eastern Europe,2014,9.576,0.793,65.053,0.645,0.035,0.861
Australia,North America and ANZ,2010,10.722,0.955,72.2,0.932,0.317,0.366
Cyprus,Western Europe,2009,10.558,0.812,72.16,0.775,0.054,0.801
North Macedonia,Central and Eastern Europe,2007,9.416,0.811,64.095,0.439,0.08,0.87
Yemen,Middle East and North Africa,2012,8.236,0.682,54.3,0.706,-0.171,0.793
Georgia,Commonwealth of Independent States,2008,9.144,0.608,64.96,0.614,-0.224,0.498
Egypt,Middle East and North Africa,2012,9.24,0.737,60.32,0.452,-0.138,0.88
Azerbaijan,Commonwealth of Independent States,2014,9.607,0.799,64.36,0.733,-0.208,0.654
Singapore,Southeast Asia,2013,11.357,0.808,75.46,0.827,0.115,0.242
Belarus,Commonwealth of Independent States,2009,9.681,0.908,62.0,0.679,-0.203,0.676
Hong Kong S.A.R. of China,East Asia,2019,11.0,0.856,85.16,0.727,0.067,0.432
Mauritania,Sub-Saharan Africa,2012,8.495,0.763,55.14,0.487,-0.021,0.707
Tajikistan,Commonwealth of Independent States,2019,8.126,0.88,64.4,0.7694545454545455,-0.045,0.49
Benin,Sub-Saharan Africa,2008,7.915,0.382,50.9,0.709,-0.004,0.825
Bulgaria,Central and Eastern Europe,2019,10.047,0.948,67.0,0.822,-0.109,0.943
Cyprus,Western Europe,2014,10.406,0.77,72.96,0.715,0.06,0.868
Uganda,Sub-Saharan Africa,2016,7.637,0.754,54.9,0.739,0.132,0.811
Singapore,Southeast Asia,2019,11.486,0.925,77.1,0.938,0.027,0.07
Israel,Middle East and North Africa,2017,10.57,0.916,73.1,0.768,0.145,0.793
Kuwait,Middle East and North Africa,2010,10.982,0.893,64.6,0.703,-0.031,0.486
Hungary,Central and Eastern Europe,2021,10.358,0.943,68.0,0.755,-0.186,0.876
Brazil,Latin America and Caribbean,2013,9.668,0.91,65.28,0.785,-0.095,0.707
Finland,Western Europe,2021,10.775,0.954,72.0,0.949,-0.098,0.186
Russia,Commonwealth of Independent States,2008,10.125,0.882,59.84,0.643,-0.305,0.924
Japan,East Asia,2014,10.575,0.9,74.52,0.838,-0.139,0.617
Yemen,Middle East and North Africa,2007,8.214,0.825,53.4,0.673,0.011,0.8297777777777777
Latvia,Central and Eastern Europe,2007,10.136,0.836,63.52,0.7,-0.167,0.924
Philippines,Southeast Asia,2018,9.05,0.846,61.9,0.918,-0.108,0.726
Malawi,Sub-Saharan Africa,2012,6.885,0.604,52.44,0.637,0.169,0.886
United Arab Emirates,Middle East and North Africa,2009,10.975,0.885,66.28,0.849,0.019,0.339
China,East Asia,2012,9.249,0.788,67.92,0.808,-0.185,0.755
Lebanon,Middle East and North Africa,2018,9.656,0.829,67.1,0.607,-0.066,0.907
Ukraine,Commonwealth of Independent States,2020,9.428,0.885,65.2,0.784,0.126,0.946
United Kingdom,Western Europe,2020,10.626,0.929,72.7,0.885,0.203,0.49
Morocco,Middle East and North Africa,2015,8.872,0.606,65.0,0.713,-0.228,0.842
Comoros,Sub-Saharan Africa,2011,7.981,0.722,55.02,0.5,-0.075,0.732
Chad,Sub-Saharan Africa,2017,7.37,0.661,47.7,0.615,0.008,0.792
Kyrgyzstan,Commonwealth of Independent States,2014,8.46,0.898,62.78,0.736,0.355,0.897
Iran,Middle East and North Africa,2014,9.476,0.644,64.86,0.767,0.241,0.64
Bahrain,Middle East and North Africa,2017,10.771,0.876,68.5,0.906,0.136,0.61
Kyrgyzstan,Commonwealth of Independent States,2021,8.538,0.893,64.401,0.935,0.119,0.908
Ethiopia,Sub-Saharan Africa,2018,7.651,0.74,58.5,0.74,0.039,0.799
Uganda,Sub-Saharan Africa,2015,7.627,0.747,54.5,0.758,0.135,0.873
Sweden,Western Europe,2007,10.806,0.917,71.48,0.91,0.146,0.289
Madagascar,Sub-Saharan Africa,2006,7.376,0.711,54.04,0.513875,-0.039,0.820375
Iraq,Middle East and North Africa,2012,9.246,0.73,59.12,0.315,-0.02,0.789
Liberia,Sub-Saharan Africa,2010,7.258,0.827,51.6,0.819,-0.038,0.818
Libya,Middle East and North Africa,2017,9.491,0.823,62.3,0.779,-0.019,0.673
Tunisia,Middle East and North Africa,2017,9.269,0.717,66.6,0.478,-0.219,0.869
Philippines,Southeast Asia,2021,9.076,0.83,62.0,0.917,-0.097,0.742
Cyprus,Western Europe,2017,10.539,0.819,73.5,0.812,0.043,0.851
Ghana,Sub-Saharan Africa,2006,8.073,0.728,52.34,0.849,0.213,0.814
Cambodia,Southeast Asia,2017,8.276,0.765,61.2,0.964,0.088,0.821
Georgia,Commonwealth of Independent States,2013,9.371,0.559,64.98,0.722,-0.254,0.349
Honduras,Latin America and Caribbean,2011,8.508,0.766,65.72,0.783,0.095,0.884
Jamaica,Latin America and Caribbean,2017,9.169,0.913,67.1,0.861,-0.13,0.883
Comoros,Sub-Saharan Africa,2012,7.988,0.719,55.34,0.534,-0.121,0.651
Israel,Middle East and North Africa,2008,10.44,0.859,71.76,0.663,0.139,0.898
Pakistan,South Asia,2005,8.218,0.591,54.2,0.63,0.1195,0.844
Sierra Leone,Sub-Saharan Africa,2008,7.215,0.591,42.1,0.716,0.148,0.925
Lesotho,Sub-Saharan Africa,2011,7.777,0.824,45.74,0.618,-0.087,0.768
Tajikistan,Commonwealth of Independent States,2009,7.682,0.676,61.96,0.744,0.001,0.792
Uruguay,Latin America and Caribbean,2016,9.946,0.9,68.8,0.886,-0.072,0.676
Hungary,Central and Eastern Europe,2007,10.153,0.931,65.0,0.538,-0.161,0.895
Mexico,Latin America and Caribbean,2013,9.832,0.759,67.04,0.739,-0.165,0.615
Denmark,Western Europe,2005,10.851,0.972,69.6,0.971,0.14927272727272728,0.237
Mexico,Latin America and Caribbean,2011,9.81,0.824,66.68,0.831,-0.099,0.698
Belgium,Western Europe,2020,10.771,0.904,72.4,0.767,-0.164,0.634
South Africa,Sub-Saharan Africa,2018,9.444,0.841,56.5,0.753,-0.05,0.841
France,Western Europe,2015,10.682,0.896,73.2,0.817,-0.139,0.641
Rwanda,Sub-Saharan Africa,2018,7.644,0.616,61.1,0.924,0.057,0.164
Albania,Central and Eastern Europe,2013,9.359,0.759,67.24,0.632,-0.127,0.863
Ukraine,Commonwealth of Independent States,2016,9.353,0.885,64.0,0.503,0.011,0.891
Croatia,Central and Eastern Europe,2018,10.224,0.91,70.2,0.691,-0.151,0.925
Greece,Western Europe,2021,10.279,0.823,72.6,0.582,-0.288,0.823
Palestinian Territories,Middle East and North Africa,2011,8.474,0.751,73.24,0.522,-0.127,0.75
Japan,East Asia,2021,10.611,0.884,75.1,0.796,-0.258,0.638
Bolivia,Latin America and Caribbean,2012,8.865,0.781,61.68,0.862,-0.015,0.84
Uruguay,Latin America and Caribbean,2014,9.932,0.902,68.56,0.904,-0.073,0.533
Bosnia and Herzegovina,Central and Eastern Europe,2007,9.267,0.766,66.04,0.342,0.006,0.926
Netherlands,Western Europe,2020,10.901,0.944,72.5,0.935,0.151,0.281
Indonesia,Southeast Asia,2014,9.19,0.905,61.28,0.719,0.408,0.97
Thailand,Southeast Asia,2012,9.645,0.906,65.94,0.847,0.38,0.909
Mozambique,Sub-Saharan Africa,2018,7.162,0.738,54.2,0.897,0.049,0.691
Belarus,Commonwealth of Independent States,2019,9.86,0.917,66.4,0.657,-0.186,0.546
Jordan,Middle East and North Africa,2010,9.317,0.918,64.7,0.788,-0.046,0.687
Albania,Central and Eastern Europe,2015,9.403,0.639,67.8,0.704,-0.081,0.885
Austria,Western Europe,2010,10.861,0.914,71.4,0.896,0.131,0.546
Venezuela,Latin America and Caribbean,2018,9.458545454545456,0.887,66.5,0.611,-0.16510000000000002,0.828
Tajikistan,Commonwealth of Independent States,2013,7.87,0.701,62.88,0.693,0.063,0.764
Algeria,Middle East and North Africa,2012,9.311,0.839,64.82,0.587,-0.172,0.69
Mali,Sub-Saharan Africa,2008,7.607,0.747,47.16,0.495,-0.012,0.918
Czech Republic,Central and Eastern Europe,2005,10.324,0.919,67.0,0.865,-0.16309090909090906,0.901
Netherlands,Western Europe,2016,10.899,0.926,72.1,0.907,0.239,0.433
Haiti,Latin America and Caribbean,2010,7.384,0.554,32.3,0.373,0.216,0.848
Norway,Western Europe,2015,11.033,0.947,72.9,0.948,0.257,0.299
Finland,Western Europe,2008,10.796,0.951,70.08,0.934,0.028,0.217
Georgia,Commonwealth of Independent States,2014,9.414,0.558,65.04,0.72,-0.233,0.416
Togo,Sub-Saharan Africa,2016,7.306,0.509,53.9,0.73,-0.007,0.815
Mauritania,Sub-Saharan Africa,2009,8.473,0.819,54.22,0.735,0.039,0.848
Chile,Latin America and Caribbean,2012,10.023,0.855,69.18,0.734,0.195,0.782
North Macedonia,Central and Eastern Europe,2017,9.65,0.8,65.303,0.752,-0.059,0.856
Latvia,Central and Eastern Europe,2018,10.307,0.913,66.8,0.608,-0.212,0.799
Niger,Sub-Saharan Africa,2009,6.898,0.771,48.64,0.88,-0.009,0.483
United States,North America and ANZ,2012,10.928,0.903,68.66,0.823,0.215,0.71
Panama,Latin America and Caribbean,2016,10.287,0.882,69.4,0.884,-0.102,0.837
Gabon,Sub-Saharan Africa,2019,9.607,0.763,60.2,0.736,-0.203,0.846
United Kingdom,Western Europe,2007,10.699,0.97,70.46,0.838,0.336,0.498
Dominican Republic,Latin America and Caribbean,2019,9.821,0.884,66.1,0.877,-0.123,0.746
Bolivia,Latin America and Caribbean,2013,8.915,0.803,62.02,0.846,-0.067,0.812
Congo (Brazzaville),Sub-Saharan Africa,2015,8.243,0.642,56.1,0.85,-0.104,0.841
Serbia,Central and Eastern Europe,2017,9.713,0.884,67.8,0.685,-0.077,0.851
Niger,Sub-Saharan Africa,2006,6.888,0.677,46.36,0.75,0.076,0.755
Canada,North America and ANZ,2017,10.792,0.934,73.4,0.945,0.163,0.362
South Korea,East Asia,2009,10.386,0.811,71.1,0.6,-0.096,0.787
Ghana,Sub-Saharan Africa,2016,8.46,0.647,56.4,0.751,0.09,0.894
Romania,Central and Eastern Europe,2010,9.915,0.689,65.2,0.566,-0.085,0.974
Jordan,Middle East and North Africa,2007,9.321,0.841,63.98,0.646,-0.112,0.664
Denmark,Western Europe,2019,10.954,0.958,72.7,0.963,0.02,0.174
Moldova,Commonwealth of Independent States,2014,9.241,0.805,62.58,0.623,-0.113,0.925
Paraguay,Latin America and Caribbean,2019,9.448,0.892,65.9,0.876,0.028,0.882
Turkey,Middle East and North Africa,2015,10.166,0.851,65.6,0.653,-0.016,0.806
